Tailored Messaging Event #,"Message Timing
(days from participant start)",Big 2 Decision= ___,"Engagement 
Level List= ___",Importance/ Confidence Rating= ___,Value 1 CONTAINS: ___,Value 2 CONTAINS: ___,Value 3 CONTAINS: ___,Strength 1 CONTAINS: ___,Strength 2 CONTAINS: ___,Strength 3 CONTAINS: ___,Message___
2,20,Complete,High,high/low,,,,,positive,,"Some people fixate on slip-ups when they're trying to create healthy habits like what is taught in the DPP or taking metformin, but you know it's more important to give yourself credit for all the times you've succeeded. Finding out what works best for you is a process, and focusing on the small wins can help you see your progress. "
2,20,Complete,High,high/low,,,,,illness,,You've confronted an illness before. Think back on what it took to beat that illness. A lot of the same thoughts and strategies that helped you in the past could also help you keep lowering your risk for diabetes.
2,20,Complete,High,high/low,,,,,research,,"You're someone who does their homework and stays informed - which can be an advantage when it comes to understanding the benefits of sticking with things like participating in the DPP or taking metformin. Think about the research you’ve done, and how it  can help you continue with the steps you’ve been taking."
2,20,Complete,High,high/low,,,,,sports,,"You can leverage a lot of what you get from playing sports to help with your efforts to lower your risk for diabetes. Just like practicing your technique or keeping up with your conditioning, you understand that creating a healthier lifestyle takes work. "
2,20,Complete,High,high/low,,,,,learning,,"A big part of reducing your risk for diabetes is discovering new habits that can help, like participating in the DPP or taking metformin. Your drive to learn new things can be a big asset! Remember to stay on the lookout for the next thing you can learn to help you keep reducing your risk for diabetes."
2,20,Complete,High,high/low,,,,,cooking,,It's tough to nail a new recipe the first time you try it. Maintaining new habits like participating in the DPP or taking metformin can be the same way: you’ve got to keep working at it. You know that it takes practice to get things right in the kitchen - don't forget to have the same patience when it comes to improving your health.
2,20,Complete,High,high/low,,,,,flexible,,"When dealing with a health issue, it's valuable to be able to adapt to new routines. Building healthy new habits like participating in the DPP or taking metformin can require making difficult changes. Consider how your flexibility can help you continue to overcome any challenges you face."
2,20,Complete,High,no recent data,,,,,creative,,A common obstacle to sticking with new habits like participating in the DPP or taking metformin is getting stuck in a rut. Your creative streak can help you find ways to keep things interesting. Think about some ways you can put your creative side to work in your efforts to reduce your risk for diabetes.
2,20,Complete,High,no recent data,,,,,patient,,"It takes patience and commitment to keep participating in the DPP or taking metformin, but you're a person who knows how to play the long game! You are willing to put in a little more effort now to ensure a better future This will be a big help as you continue taking steps to lower your risk for diabetes. "
2,20,Complete,High,no recent data,,,,,forgiving,,"Sometimes people who are really forgiving of others have a hard time forgiving themselves. Think about the advice you would give to a friend who's struggling to stick with new habits like participating in the DPP or taking metformin, and remember it's ok to cut yourself some slack. "
2,20,Complete,High,no recent data,,,,,thankful,,"People like you know they can make the most of what they have, and participating in the DPP or taking metformin has given you a chance to address your prediabetes before it becomes something worse! You can continue to show your gratitude for what you have by staying committed to lowering your risk."
2,20,Complete,High,no recent data,,,,,humor,,"Being at higher risk of diabetes is serious business - but seeing the funny side of your efforts will make it easier to keep working on habits like participating in the DPP or taking metformin. If you do slip up, it's OK to laugh about it – you can take preventing diabetes seriously without losing your sense of humor!"
